rating,comment
Pink,"Kim - you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be more interactive in class. You need to improve your listening writing skills, as well as work on your accounting. I recommend you attend workshop classes after Easter."
Amber,Comments remain the same as for RPAG4.
Amber,Min Gi has turned himself around since term 1. He has refocussed himself and is now much more committed to his studies. He is engaged in class and participates fully. As long as this continues he is very likely to pass.
Green,Comments remain the same as for RPAG4.
Pink,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Green,
Green,
Green,
Green,
Green,"As a native speaker, I have no doubt that Syafiqah will meet progression as long as she continues to work diligently and remains focused. She contributes well and takes an active role in class activities showing a good level of criticality – keep up the good work. An area that could also be improved on is her listening and so greater practice will see improvements in this skill. During winter break she should work on completing all AES reading exam practices and 2 essays and some of the listening activities on MOODLE to support her English studies."
Green,"Overall, you have worked very hard this term and it shows. You have much to be pleased about: your participation in class - both seminars and lectures - is excellent. You prepare well for my classes and you show an ability to think both intelligently and creatively about texts. Your formative assignment mark was not as strong as might have been expected, but you have plenty of time to improve and some of the issues with it were not large (as we will discuss at our tutorial). You work well in groups as well. Your enthusiasm for the subject is infectious - thank you. You can be positive looking ahead to next term!"
Green,Syafiqah is an excellent student. She responded excellently to all the tasks (including the first formative assessment) and demonstrates great understanding as well as clear interest in film as a subject matter.
Green,"You are a very able student and I have no worries over your progression. Keep doing what you are currently doing.Your formative assignment was good but I am certain you can do much better than this. After our tutorial, it was made clear what more is required of you in terms of the assignment and I am confident you will be able to produce this.You have the capabilities for much higher marks."
Amber,
Green,
Green,
Pink,"While the student is more than able in terms of language skills and general knowledge, she has not shown the determination able to carry her forward. She needs to commit to studying, focus on her assignment and show more determination. Once she does that, I am certain she will succeed."
Amber,"Syafiqah is a capable student, but has become distracted part way through the term. Although she missed her summative listening, her summative speaking grade shows that she is articulate and is able to communicate some complex ideas. As long as she continues to make the effort and apply the skills taught in class I am sure she'll do well in her studies. She needs to stay focused and work hard to reach progression and I strongly advise her to work on her reading and academic writing skills for the practice, and complete activities for these skills in the appendices of the AES coursebook."
Green,"You perform well in Arts classes and clearly make the effort to prepare. However, there are potential problems for your ongoing progress. You did not submit a formative assignment, which means you do not have the feedback to work on for your second summative in June. While you clearly care about your results on the course, you need to ensure that you focus the appropriate aspects of the course so that you achieve the marks necessary to progress. We will discuss this further in your tutorial. You are most definitely capable of progressing - you just need to ensure you stay on track so that this happens."
Amber,Syafika is a good student who shows some interest in F&M as subject matter. She works well individually but demonstrates limited understanding for the merits of team work
Amber,"Syafiqah missed her Formative 2 so I do not have a clear idea of her knowledge in Sociology. In addition, she has been absent for a large part of Term 2 which has affected her knowledge and understanding of some concepts. While we have done a couple of tutorials together, now is the time for her to concentrate and decide whether she is up for progressing and studying in University. She most definitely has the potential; it would be a pitty if she does not live up to it."
Amber,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Amber,
Pink,Xin preliminary test result is quite low. Unfortunately there is a clash in the timetable and student could not attend the Maths workshop. It is necessary to do extra work between classes and ask questions is something is unclear.
Amber,
Pink,"Luke has made little progress in listening and writing, which need extra effort to improve because his scores are below the 40% progression requirement for his chosen degree. Participating more in class, doing extensive listening and writing exercises and doing independent learning materials are all likely to improve chances of progression. He may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis. Luke should also ensure to complete homework after class."
Amber,"Xin does not participate in class discussions and is not able to answer questions when asked. However, he does appear to be concentrating on the lesson. His language skills are a challenge for him so he now has an opportunity to focus on developing his english skills that will enable him to complete the course more effectively."
Pink,"These comments are based on the student's performance in class and results of the first formative test.
Xin's attendance was good, but the first formative test result is very poor (18%).  Unfortunately Xin is not able to attend the Maths workshop because of the clash with another class. Xin definitely needs more help, we need to think how it could be organised after the Easter holiday. More work is required!"
Pink,"Luke - you joined the ISC late and while you do engage and answer questions when asked, you also seem to be easily distracted. You need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should enghage in self-study every week, and practice your writting. You need to attend workshop after Easter, especially as your score for your recent assessment was 37."
Pink,"Luke picks up new ideas quickly and works hard in class. His seminar skills and written work are now improved. Nevertheless, given the high entry requirements from RHUL, he needs to be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Pink,"Xin is quite passive in class. He has ample opportunity to ask questions and get involved in class discussions, but he does not. I am concerned that if Xin does not improve his commitment he is at risk of failing the course."
Pink,"These comments are based on the student's performance in class and results of the first summative test.
Xin got the result just above 40%.  He needs to attend the classes and Maths workshop  regularly  to prepare for the resit of S1 test."
Pink,"Luke joined the IFY course late and has struggled to catch up since. His attendance is irregular, and though at the start of this new term he is better, he still needs to do work hard to progress. He needs to improve his writing skills. He needs to pay more attention in class too and keep up with the work both in class and outside of class. I do not think he is putting in the required effort for the course. He should engage in self-study every week."
Amber,"Luke shows a good learning attitude and actively contributes to all class discussions. He has made satisfactory progress so far this term. His reading and writing skills, however, need further development.  I would also advise him to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance his critical thinking skills. Attending listening and writing workshops, doing extensive writing exercises and doing independent learning materials are likely to maximise his chances of progression. He is also advised to hand all of his homework in on time and to a high standard."
Pink,"Xin still lacks participation in class. He also has patchy attendance. His summative 1 result was good so there is a chance that he can succeed on the course. However, the second assessment is not a written piece of work and he did not complete the formative."
Pink,Xin was unable to complete much of the statistics mock S2 test but has been finding solutions to more problems over the last few weeks which will improve his chance of reaching a respectable grade.
Pink,"He Xin - You need to improve your attitude towards studies, you need to attend my classes more regularly and consistently. Your absences will make it harder for you to successfully pass this subject, and you cannot rely entirely on using resources of Moodle alone to always catch up. You score for formative 2 assessment is 22% is very low, and this will be challenge  progressing to your chosen degree . I recommend you attend all workshops and do not miss anymore classes."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,"Vivian is a friendly quiet student who participates well in class showing a good understanding of the material covered when present. However, she needs to be  engaging more actively in class. Listening needs further development  as she barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle is highly recommended in order to develop listening skills and maximise chances of receiving a higher mark in this subskill."
Amber,
Green,
Pink,English proficiency needs to be improved to reach progression.
Pink,"Vivian demonstrates a good learning attitude. Her listening and writing skills, however, need further development, as she has scored below 70% in her writing assessment to date, which is far below the writing requirement for her chosen degree. Attending listening and writing workshops, being participating more in class, doing extensive listening exercises and doing independent learning materials are likely to improve chances of progression. She may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Amber,"Vivienne is a good student who shows interest in Arts as subject matter. She takes part in group discussions and all the classwork, but seems somewhat reserved and shy"
Amber,"Vivian is very quiet in class and struggles to join in on class discussions. Despite this however, her written work shows that she is listening and trying to apply herself. I am confident that Vivian has the ability to pass, and potentially progress from the Foundation Year to the first year of her undergraduate studies. I would advise Vivian to try and be a little more vocal in class, especially as the final assessment for Film and Media is a presentation."
Pink,Zhihui's mark for the Formative Assessment 1 reflects a limited knowledge of sociology. I advise to get more involved in class discussions and to allocate more time for independent study.
Amber,
Green,
Amber,
Green,
Amber,"Vivian is a hard-working and conscientious student. She will sometimes contribute to the class discussions. I'd advise her to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance her critical thinking skills. She has also handed all of her homework in on time and to a high standard. Her listening and writing skills, however, need further development. Attending writing workshops, doing extensive writing exercises and doing independent learning materials are likely to maximise her chances of progression."
Pink,"Vivienne is reluctant to participate in class, though she is more capable than she believes.It would be good to see her show that she has prepared for class by taking a more active role in class discussions. Her recent formative result was a bit disappointing so she should attend her tutorial ready to discuss next steps so that she can be successful in her final assignment at the end of the term. Overall, there is some good work, but she can do more."
Amber,Vivian is a conscientious student who has potential to do very well. My only concern is that she needs to practice her presentation skills a little more to ensure that she performs well in her S2.
Amber,"Vivian is an able student but needs to revise more and practice her use of sociological terminology. Overall, I am confident she can do well in this subject, but it will not come without some serious effort and practice."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Amber,
Green,
Green,
Green,
Amber,"Man Nok has shown consistency and dedication this term in her class attendance and participation.  Formative assessment results in listening, reading and seminar skills have been encouraging, but there is considerable room for improvement in the writing skills demonstrated.  It may be beneficial to review all of the material covered in Term 1 classes in order to fill knowledge gaps in relation to text structure and citation in academic writing.  It will also be a requirement for Man Nok to attend writing workshops in Term 2 to enable her to reach the required standard to pass the AES course."
Amber,"Overall, you have worked hard this term so well done. I suspect your formative assignment mark has come as something of a disappointment, but there are aspects of it that can easily be improved.  You work well in groups and are conscientious, preparing well for lessons. You are not very vocal in classes and rarely contribute in seminars (and never in lectures). You have the capability to make interesting contributions so it would be good to hear your voice more. Generally, you should be pleased about this term's work and see it as a basis to improve next term."
Green,"You have worked hard in music this term - so well done. You have done very well in the formative assignment which is a result of that work - so this has set you up very well for the terms ahead. You work well in class, especially in group work. At times you are a little quiet in class, relying on others to speak for you: it would be good instead to hear from you directly. You have valuable contributions to make, so it would be good to hear them! This is definitely something you should focus on next term. Overall, you should be very pleased with the foundations you have laid this term."
Green,"Your formative assignment was good but I am certain you can do much better than this.
You have the capabilities for much higher marks. 
A bit more commitment and you can achieve higher marks 100%."
Pink,"Man Nok has achieved good grades in listening, reading and seminar assessments on the AES course, but her writing is a cause for some concern.  In order to develop the requisite skills to achieve a higher writing grade, I would strongly recommend that Sharon attends writing workshops and revises the AES lesson input from Term 1 which particularly focussed on how to structure academic texts.  Revision of the form and function of basic grammar structures, using the Oxford Grammar for EAP textbook, could also be beneficial."
Green,
Green,
Amber,
Amber,"Man Nok achieved relatively good results in her speaking seminar and summative listening assessment at the beginning of Term 2, but there is scope for further improvement.  In order to develop her reading and writing skills in coming weeks, and to gain higher results in summative assessments in Term 3, it may be helpful to review the independent study material which is available on Moodle, and to work through the practice exam material in the back of the AES Workbooks.  It might also be beneficial for Man Nok to review some of the language units in the Oxford EAP textbook."
Green,"You work hard in Arts and this is paying off. You understand the need for solid preparation and this is showing in your ability to take part in group work in class. You are much quieter in class than I might expect though, which is a shame as you have interesting contributions that you could make, so it would be good to hear more from you. Your formative assignment mark was very good, showing the results of your hard work, so the next step is for you to build on this with greater participation and this should lead to a good mark in your summative assignment."
Green,"You have always worked hard in music, but recently it has become possible to see the results of this in class. You are participating more and your contributions are intelligent and insightful, showing that you understand the topics at hand and have grasped the theoretical aspects of the course. Looking ahead to next term, you should continue to work hard in lessons, as well as practising for your recital as this will enable you to do well in your second summative assignment."
Amber,Sharon has all the potential to progress and will do so given she studies prior to her exam. I have no worries at this level for the student as I believe she will be able to attain a mark to help her progress with just a bit more effort on her part..
Amber,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Green,Comments remain the same as for RPAG4.
Amber,Comments remain the same as for RPAG4.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,
Amber,
Green,
Amber,
Pink,"Federico has made little progress this term. His listening and writing skills, in particular, need further development, as he has scored below 40% in his listening and writing assessments, which is far below the 60% overall requirement for the IFY course. Attending listening and writing workshops, participating more in class, doing extensive listening exercises and doing independent learning materials are all likely to improve chances of progression. He may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,"Jiajin is an unusual student in that he is language skills are very poor, but he is still able to maintain motivation and work on the material. From time to time he tries to ask questions (mostly unsuccessfully) and this is very good. However, he has a long way to go to develop his language skills and this will be his main challenge on the course."
Pink,"These comments are based on the student's performance in class and results of the first formative test.
Jiajin missed some classes and his first formative test result is not very good (41%).  Unfortunately Jiajin was not able to attend the Maths workshop because of the clash with another class. To improve the Maths level I recommend to attend the workshop and practice between the classes by solving extra exercises."
Amber,"Federico - you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be more interactive in class. You need to improve your listening writing skills, as well as work on your accounting. I recommend you attend workshop classes after Easter."
Pink,"Federico picks up new ideas quickly. His writing and listening skills, however, need further development. Attending writing workshops, being more participating, doing extensive listening exercises and doing independent learning materials are likely to improve chances of progression. He may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,"Jiajin does try to engage with the material, but his English skills remain poor. He is making some progress, which is positive, but I am concerned that it is not fast enough. He now needs to focus on improving his English rapidly if he is to gain progression to his undergraduate studies."
Pink,"These comments are based on the student's performance in class and results of the first summative test.
Jiajin got the result just above 40%. I am glad that Jiajin is attending classes and Maths workshop. Please continue your good work. I am hopeful that you will have better results for the resit of S1 test."
Pink,"Fedrico needs to attend classes more regularly, and pay greater attention to what is being covered in our sessions so as to have notes from which she can revise. I do not think she is putting in the required effort for the course and would advise her to turn this around."
Pink,"Federico listens carefully in class and focusses well when working independently or as part of a group. He also contributes well to class discussions and demonstrated good speaking skills. However, he has made limited progress in listening, reading and writing (including grammar), which need extra effort to improve. He is advised to hand all of his homework in on time and to a high standard. Attending writing workshops is still recommended. Attending all workshops, doing extensive listening exercises and doing independent learning materials are likely to improve his chances of progression."
Pink,"Jiajin remains of some concern to me. His engagement levels have not increased and his participation in class remains poor. In order for him to be successful he now needs to make a serious commitment to his learning. He needs to review the material from term 1, focus on english skills and participate in lessons with much more energy."
Pink,Jiajin achieved a pass grade in his recent mock statistics S2 test but received a very good result in the formative 2 exam.  If he ensures he practises sufficient problems to understand the concepts he has the ability to improve on the mock result in the final exam.
Pink,"Feddrico - Your attitude is improved in class but you need to attend my classes more regularly and consistently. Your absences will make it harder for you to successfully pass this subject, and you cannot rely entirely on using resources of Moodle alone to always catch up. Your formative 2 score is 46 %assessment, you need to improve make the challenge of progressing to your chosen degree harder. I recommend you attend all workshops and do not miss anymore classes."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,"Pan is a friendly quiet student who participates well in class showing a good understanding of the material covered when present. However, she needs to be  engaging more actively in class. Listening needs further development  as she barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle is highly recommended in order to develop listening skills and maximise chances of a higher mark in this subskill."
Amber,
Amber,
Amber,
Pink,"Pan demonstrates a good learning attitude. Her speaking, listening and writing skills, however, needs further developments as she has scored well below 40% in her overall grade, which is far below the 60% overall requirement for her chosen degree. Attending listening and writing workshops, doing extensive listening exercises and doing independent learning materials (focusing, primarily on grammar) are all likely to improve chances of progression. She may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,Xiaowen does not participate in class discussion and is unable to answer direct questions when asked. Her level of english needs to be developed in order for her to make the most of the classes and therefore progress.
Amber,"These comments are based on the student's performance in class and results of the first formative test.
Xiaowen attendance is good, but the result for the first formative test could be better (55%).  Further improvement is required. I recommend to  practice more by solving extra exercises at home and attending the workshop."
Amber,"Pan -  You are very quiet in the class, but when a question is asked of you directly, you demonstrate knowledge and understanding of the subject. You need to  improve on your confidence. Additionally, your writing needs to improve too. I see you have the potential to progress, and I recommend you attend the workshop next term."
Pink,"Pan picks up new ideas quickly and works hard in class. Her seminar skills and written work are now improved. Nevertheless, given the high entry requirements from RHUL, she needs to improve her listening skills and be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Pink,"Xiaowen has very little active involvment in class. When asked she is able to answer questions, but does not voluntarily offer answer to questions. Her formative was not too bad, but she now needs to improve if she is to gain progression to university studies."
Amber,
Amber,
Amber,"Pan is a hard-working and conscientious student. She will sometimes contribute to the class discussions. I'd advise her to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance her critical thinking skills. She has also handed all of her homework in on time and to a high standard. Her listening and writing skills, however, need further development. Attending listening and writing workshops, doing extensive writing exercises and doing independent learning materials are likely to maximise her chances of progression."
Pink,"Xiaowen continues to lag behind the necessary standard. Her summative 1 was acceptable, but overall her english needs to improve if she is to progress. In order to do this she needs to focus on her studies and engage fully with classes."
Amber,Xiaowen was unable to achieve a pass grade in the mock statistics S2 test and must continue to practise problem solving in order to improve this grade.  The language of statistics has caused some issues but she must learn to look beyond the text and work with the numbers.
Amber,"Pan - You are a pleasure to teach, you certainly impressed me. Please be aware though that there is always room for improvement and this is what you should be concentrating on – stretching you knowledge and understanding. Your formative 2 score is 99% and this is a very good result. If you can achieve something similar, or even higher in your summative 2, you need to concentrate on writing skill, if you can do well indeed and be able to progress to RH without much difficulty"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,"Jacob participates well in class and shows a good understanding of the material covered when present. He is friendly but a bit too quiet. However, he needs to be  engaging more actively in class. Listening needs further development  as he barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle is highly recommended in order to develop listening skills and maximise chances of receiving a higher mark in this subskill."
Amber,
Green,
Amber,
Pink,"Jacob demonstrates a good learning attitude. His listening and writing skills, however, need further development, as he has scored below 40% in his listening assessment, which is far below the 60% overall requirement for the IFY course. His writing score is barely above the writing requirement of his chosen degree. Attending listening and writing workshops, participating more in class, doing extensive listening exercises and doing independent learning materials are likely to improve chances of progression. He may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,Jiebiao has made no impact in class and this appears to be as a result of lack of skill in English. In order to make progress on the course as the content becomes more complex he now needs to develop these skills as a priority.
Green,"These comments are based on the student's performance in class and results of the first formative test.
Jiebiao is a strong student, his maths level is very good. He got very good result in his formative test. No worries whatsoever."
Amber,"Jacob - you joined the ISC late and are very quiet in the class. You need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be interactive in class. you need to attend workshop classes, you missed many of  them last term, and you have not completed your formative assessment. To progress you need to do lot of hard work."
Pink,"Jacob makes little progress in listening, which need extra effort to improve. Given the high entry requirements from RHUL, he needs to be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Pink,"Jiebiao has made some effort to improve his engagement in class and he occasionally tries to answer questions. He also takes some notes in class. However, his language skills mean that he is struggling to make progress on the course. He must now improve his English if he is to successfully progress."
Green,
Pink,Jacob has missed a lot of days at the start of this term and needs to catch up. He needs to pay more attention and keep up with his class work too. I do not think he is putting in the required effort for the course and is in danger of not progressing. He should engage more in self-study and attend all available workshops.
Amber,"Jacob shows a good learning attitude and actively contributes to all class discussions. He has made satisfactory progress so far this term. His reading, listening and writing skills, however, need further development.  I'd also advise him to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance his critical thinking skills. Attending listening, writing workshops, doing extensive writing exercises and doing independent learning materials are likely to maximise his chances of progression. He is also advised to hand all of his homework in on time and to a high standard."
Pink,"Jiebiao has improved his confidence a little, but his summative 1 result was very concerning and he has not made enough improvement in his performance. He needs to focus on his studies if he is to have any chance of progressing. He needs to review the term 1 material to ensure his understanding and he also needs to dramatically improve his skill in english if he is to succeed on the course."
Green,"Jiebiao had an excellent result in the formative 2 test but this was not reflected in the statistics mock S2 test in which a pass grade was not achieved.  He must continue to practise problem solving and ensure a good understanding of the rules, tables and formulae to achieve a comparable result in the S2 exam."
Pink,"Jacob - Your attitude is improved in class, but you need to attend my classes more regularly and consistently. Your absences will make it harder for you to successfully pass this subject, and you cannot rely entirely on using resources of Moodle alone to always catch up. You formative 2 assessment score is 74%, but needs to concentrate on writing skill it will be challenge to progress to your chosen degree. I recommend you attend all workshops and do not miss anymore classes"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,Rain participates well in class and shows a good understanding of the material covered when present. She is friendly but a bit too quiet. Try to be more actively engaging in class. Listening needs further development  as she barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle is highly recommended in order to develop listening skills and maximise chances of receiving a higher mark in this subskill.
Amber,
Green,
Amber,
Pink,"Rain demonstrates a good learning attitude. Her speaking, listening and writing skills, however, needs further development as she has scored well below 40% in her overall grade, which is far below the 60% overall requirement for her chosen degree. Participating more in class, attending listening and writing workshops, doing extensive listening exercises, and doing independent learning materials are likely to improve chances of progression. She may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,Jiarui makes very little impact in class. She does not participate in class discussions and is unable to answer questions when asked. In order to increase her chances of progression she needs to focus on her english language skills. She should watch english films and tv and spend time with english speakers.
Pink,"These comments are based on the student's performance in class and results of the first formative test.
Jiarui attendance was good, but the first formative test result is not very good (45%).  Unfortunately Jiarui was not able to attend the Maths workshop because of the clash with another class. To improve the Maths level I recommend to attend the workshop and practice between the classes by solving extra exercises."
Amber,"Rain - you demonstrate some knowledge of the subject and I am pleased to see that you try and answer some questions during class. This is evidence that your confidence is growing, but I think you could develop this further. You do need to improve your listening skills however, as well as improving you written skills. If you do this, I am confident you have the potential to progress."
Pink,"Rain works hard in class. Her seminar skills and written work are now improved. Nevertheless, given the high entry requirements from RHUL, she needs to be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Amber,
Amber,
Amber,
Pink,"Rain tends to be focused on the content in class and shows a fairly good understanding of the concepts introduced so far this term. However, her overall grades are below the overall English language requirement for her chosen degree. She should work extra hard to keep up with the progression requirements. Attending listening and writing workshops is still recommended. Participating more in class, doing extensive listening exercises and doing independent learning materials are likely to improve her chances of her progression."
Amber,"Jiarui has grown her confidence during this year, but she still remains weak in terms of spoken english. Her summative 1 result was good/acceptable, but she will need to maintain high levels of concentration in order to complete the rest of the course successfully."
Amber,Jiarui did not achieve a pass grade in the statistics mock S2 test and found the language of statistics a problem.  More independent problem solving and an improved ability to work with the numbers rather than the text will help.
Amber,"Su - Your attitude is good in class, you need to concentrate more in the class, your score for formative 2 is 89 %, please redouble your efforts and attend the workshops this term to improve your score. My advice would be for you to concentrate particularly on your writing skills and as summative 2 is a written exam worth 60% of your overall Economics result"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,Chris participates well in class and shows a good understanding of the material covered when present. He is friendly but a bit too quiet. Try to be more actively engaging in class. Listening needs further development  as he barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle is highly recommended in order to develop listening skills and maximise chances of receiving a higher mark in this subskill.
Amber,
Amber,
Amber,
Pink,"There is a substantial gap between Chris's' exam results and the entry requirements for his degree at Royal Holloway. He has scored very low marks, particularly in listening and in writing (including grammar) assessments. He did not participate in class, which has further hindered his progress. Chris should ensure he completes homework after class.Extra hard work must be done in order to progress to the undergraduate course. Attending listening and writing workshops, participating more in class, doing extensive listening exercises and doing independent learning materials are all likely to improve chances of progression."
Amber,Whilst Zhiyuan does appear to be engaged in the class he does not participate in class discussions and is not able to answer questions when asked directly. This appears to be due to his lack of language skills in english. He now needs to redouble his efforts to improve his language skills so that he can progress.
Amber,"These comments are based on the student's performance in class and results of the first formative test.
Zhiyuan missed a few classes. This could be the reason why his formative test result was lower than the preliminary test result. Student is on track but still needs more effort to progress to the degree."
Amber,"Chris -  you demonstrate some knowledge of the subject and I am pleased to see that you try and answer some questions during class. This is evidence that your confidence is growing, but I think you could develop this further. You do need to improve your listening skills however, as well as improving you written skills. If you do this, I am confident you have the potential to progress."
Pink,"Chris picks up new ideas quickly. His seminar skills and written work are now improved. Nevertheless, given the high entry requirements from RHUL, he needs to be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Amber,
Green,
Amber,
Amber,"Chris shows a good learning attitude and contributes to all class discussions. He has made satisfactory progress so far this term. His reading and writing skills, however, need further development.  I'd also advise him to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance his critical thinking skills. Attending listening and writing workshops, doing extensive writing exercises and doing independent learning materials are likely to guarantee chances of progression. He is also advised to hand all of his homework in on time and to a high standard."
Pink,Zhiyuan's attendance is poor and when he does attend class he makes little effort to participate in the class. I think that this is due to his lack of skill in English. The second summative is a presentation so it is likely that this will present him with a significant challenge. He now needs to focus his attention on his studies in order to successfully progress to university.
Green,Zhiyuan is confident of his ability to achieve a good grade but did not attend the statistics S2 mock test.  He does however work hard in class and supports his peers.
Amber,"Chris - Your attitude is improved in class, but you need to attend my classes more regularly and consistently. Your absences will make it harder for you to successfully pass this subject, and you cannot rely entirely on using resources of Moodle alone to always catch up. You also missed your formative 2 assessment, and this will only make the challenge of progressing to your chosen degree harder. I recommend you attend all workshops and do not miss anymore classes."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Pink,"Clifford participates well in class and shows a good understanding of the material covered when present. He is friendly but a bit too quiet. However, he needs to be  engaging more actively in class. Listening needs further development  as he barely passed the recent mock exam.  Doing extra listening practice from TED Talks as well as the independent study materials on Moodle recommended to aim for higher marks."
Amber,
Green,
Amber,
Pink,"Jiawei demonstrates a good learning attitude. His listening and writing skills, however, need further development, as he has scored below 40% in his writing assessment, which is far below the 60% overall requirement for the IFY course. His writing score is barely above the writing requirement of his chosen degree. Attending listening and writing workshops, participating more in class, doing extensive listening exercises and doing independent learning materials are all likely to improve chances of progression. He may also benefit from more personalised 1-2-1 support and should, therefore, consider attending Drop-In clinics on a regular basis."
Pink,Jiawei has failed to make any impact on the class so far. He does not participate in class discussions and is unable to answer questions when directly asked. This appears to be as a result of his language skills which he should now redouble his efforts to improve.
Green,"These comments are based on the student's performance in class and results of the first formative test.
Jiawei attendance and test result are quite good. He is working in class well. If he continues his good work and attends regularly, we will see further improvement of his results."
Pink,"Clifford - you need to pay more attention and keep up with the work; I do not think you are putting in the required effort for the course. You should engage in self-study every week and need to be more interactive in class. You need to improve your listening writing skills, as well as work on your accounting. I recommend you attend workshop classes after Easter. Your formative score is 40 and this is something we need to improve."
Pink,"Clifford has shown his potential in the recent summative assessments. Nevertheless, given the high entry requirements from RHUL, he needs to be more participating in class by asking helpful questions and contributing usefully to group work. Attending listening and writing workshops and doing extra homework e.g. using the independent learning materials on Moodle are likely to improve chances of progression."
Pink,"Jiawei has made some improvement in his participation levels in class, but he is still lacking the necessary confidence/skill in English to be able to participate fully. He must now dramatically improve his language skills if he is to progress."
Amber,
Pink,Clifford submitted the wrong coursework and earned 0 marks.
Amber,"Clifford shows a good learning attitude and actively contributes to all class discussions. He has made satisfactory progress so far this term. His listening and writing skills, however, need further development.  I'd also advise him to find the confidence to contribute more regularly, since putting forward ideas in group discussions will enhance his critical thinking skills. Attending listening and writing workshops, doing extensive writing exercises and doing independent learning materials are likely to maximise his chances of progression."
Amber,"Jiawei has improved his confidence considerably during the year. However, he still has a long way to go to become confident in english. He seems to have some understanding of the topics, but his summative 1 result was disappointing so he needs to spend time reviewing the taught material and doing some wider reading. He also needs to develop his skill in English which is still of some concern."
Amber,Jiawei was unable to achieve a pass grade in the recent statistics mock S2 test and must ensure a sound understanding of the basic concepts covered.  Continued practise on problem solving will support this and improve the ability to read beyond the language.
